image_id,question,question_type,answer_type,multiple_choice_answer,question_id,multiple_choices,answers_multiple_users
160,How many animals are present in the image?,how many,number,1,1603,"['13', '2', '14', '8', '15', '12', '19', '20', '0', '1', '7', '10', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '5', '8', '7', '1', '1', '1']"
161,How many people are in the image?,how many,number,1,1613,"['3', '13', '18', '2', '14', '8', '15', '12', '16', '19', '20', '0', '1', '7', '4', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '14', '1', '20', '1']"
162,How many people are in the image?,how many,number,1,1623,"['3', '13', '18', '2', '14', '15', '8', '12', '19', '20', '16', '0', '9', '1', '4', '10', '17', '11']","['1', '1', '13', '1', '1', '1', '1', '1', '20', '1']"
163,How many people are in the image?,how many,number,1,1633,"['3', '13', '18', '2', '8', '15', '12', '19', '20', '0', '1', '7', '4', '10', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '9', '1', '1', '3']"
164,How many people are in the image?,how many,number,1,1643,"['13', '3', '18', '2', '8', '15', '12', '16', '20', '0', '10', '1', '4', '7', '9', '17', '6', '11']","['1', '0', '1', '1', '9', '1', '12', '1', '15', '4']"
165,How many people are in the image?,how many,number,1,1653,"['3', '13', '2', '14', '15', '8', '12', '16', '20', '19', '0', '1', '9', '10', '17', '5', '6', '11']","['1', '7', '17', '1', '14', '1', '1', '9', '16', '1']"
167,How many people are in the image?,how many,number,1,1673,"['18', '14', '15', '8', '12', '16', '19', '20', '0', '1', '9', '10', '7', '4', '2', '5', '6', '11']","['1', '1', '11', '3', '1', '1', '1', '1', '1', '11']"
168,How many people are in the image?,how many,number,1,1683,"['13', '3', '18', '17', '14', '8', '12', '16', '20', '0', '1', '9', '7', '10', '2', '5', '6', '11']","['1', '1', '1', '9', '19', '1', '1', '1', '1', '13']"
169,How many people are in the image?,how many,number,2,1693,"['13', '3', '18', '8', '15', '12', '19', '20', '16', '0', '7', '10', '1', '9', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
170,How many people are in the image?,how many,number,1,1703,"['3', '13', '2', '8', '15', '12', '19', '20', '16', '0', '1', '7', '4', '10', '9', '17', '5', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
171,How many people are in the image?,how many,number,3,1713,"['3', '13', '18', '14', '8', '15', '17', '19', '20', '16', '9', '7', '4', '10', '1', '2', '5', '6']","['3', '3', '3', '3', '3', '3', '3', '3', '18', '11']"
173,How many people are in the image?,how many,number,2,1733,"['3', '13', '18', '17', '15', '8', '12', '14', '16', '19', '20', '0', '10', '7', '4', '2', '5', '6']","['2', '10', '2', '2', '8', '3', '2', '2', '2', '10']"
174,How many people are in the image?,how many,number,2,1743,"['13', '3', '18', '17', '15', '8', '12', '16', '20', '0', '9', '10', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '18', '6', '2', '6', '19', '2', '2']"
175,How many people are in the image?,how many,number,3,1753,"['3', '18', '2', '14', '15', '8', '12', '19', '16', '0', '9', '10', '4', '1', '7', '17', '6', '11']","['3', '3', '1', '3', '17', '3', '3', '5', '3', '3']"
177,How many people are in the image?,how many,number,1,1773,"['3', '13', '18', '2', '8', '15', '12', '19', '20', '16', '0', '7', '1', '9', '10', '4', '17', '5']","['1', '1', '7', '1', '1', '20', '1', '1', '1', '1']"
178,How many people are in the image?,how many,number,1,1783,"['3', '13', '18', '2', '14', '8', '12', '19', '20', '0', '7', '1', '9', '10', '17', '5', '6', '11']","['1', '1', '0', '1', '1', '1', '1', '1', '1', '8']"
179,How many people are in the image?,how many,number,2,1793,"['13', '18', '14', '15', '8', '17', '16', '20', '19', '0', '7', '10', '4', '1', '2', '5', '6', '11']","['2', '2', '2', '2', '12', '2', '2', '2', '2', '0']"
180,How many people are in the image?,how many,number,1,1803,"['3', '13', '18', '2', '14', '15', '12', '16', '20', '19', '0', '1', '9', '4', '10', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '12', '1', '1', '1']"
181,How many people are in the image?,how many,number,2,1813,"['13', '3', '18', '14', '8', '15', '12', '17', '16', '0', '10', '1', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '20', '2', '14', '2', '2', '14', '2']"
182,How many people are in the image?,how many,number,1,1823,"['13', '18', '14', '15', '8', '17', '16', '19', '0', '1', '9', '4', '10', '7', '2', '5', '6', '11']","['1', '1', '19', '12', '1', '1', '1', '10', '1', '1']"
183,How many people are in the image?,how many,number,1,1833,"['13', '3', '18', '2', '14', '8', '16', '19', '0', '1', '7', '4', '10', '9', '17', '5', '6', '11']","['1', '14', '1', '1', '1', '1', '15', '1', '3', '16']"
184,How many people are in the image?,how many,number,2,1843,"['13', '3', '18', '17', '8', '14', '12', '19', '16', '20', '1', '7', '4', '9', '2', '5', '6', '11']","['2', '2', '2', '2', '10', '2', '18', '2', '2', '1']"
185,How many animals are present in the image?,how many,number,1,1853,"['3', '13', '18', '14', '17', '15', '12', '8', '19', '20', '1', '10', '4', '7', '2', '5', '6', '11']","['1', '8', '1', '4', '19', '1', '1', '1', '1', '1']"
186,How many people are in the image?,how many,number,1,1863,"['3', '13', '18', '2', '14', '15', '8', '12', '19', '20', '16', '1', '10', '4', '17', '5', '6', '11']","['1', '18', '1', '1', '17', '1', '10', '1', '3', '18']"
187,How many people are in the image?,how many,number,2,1873,"['13', '3', '18', '17', '8', '15', '12', '14', '19', '20', '0', '1', '7', '9', '4', '2', '5', '11']","['2', '2', '2', '2', '7', '2', '2', '2', '16', '2']"
189,How many people are in the image?,how many,number,1,1893,"['3', '18', '14', '15', '8', '12', '19', '16', '0', '10', '1', '4', '7', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
191,How many people are in the image?,how many,number,1,1913,"['3', '13', '18', '2', '14', '8', '15', '12', '19', '20', '0', '1', '10', '9', '4', '17', '5', '6']","['1', '10', '1', '18', '4', '1', '16', '1', '1', '1']"
192,How many people are in the image?,how many,number,2,1923,"['3', '13', '18', '14', '15', '16', '19', '20', '0', '1', '9', '4', '10', '7', '2', '5', '6', '11']","['2', '8', '2', '2', '2', '5', '2', '2', '2', '2']"
193,How many people are in the image?,how many,number,1,1933,"['3', '13', '18', '2', '14', '15', '8', '16', '20', '19', '0', '7', '1', '4', '9', '17', '5', '6']","['1', '10', '1', '19', '1', '20', '1', '5', '1', '1']"
194,How many people are in the image?,how many,number,1,1943,"['3', '18', '2', '14', '15', '8', '12', '19', '20', '16', '0', '1', '9', '7', '4', '17', '5', '11']","['1', '1', '1', '1', '1', '1', '20', '1', '1', '2']"
195,How many people are in the image?,how many,number,1,1953,"['3', '18', '14', '8', '17', '12', '16', '20', '19', '0', '7', '1', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '8', '1', '1', '1', '1', '1', '1']"
196,How many people are in the image?,how many,number,1,1963,"['3', '13', '2', '14', '15', '8', '12', '16', '20', '0', '7', '1', '10', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '17', '1', '1', '1', '1']"
197,How many people are in the image?,how many,number,1,1973,"['3', '18', '14', '17', '8', '12', '15', '19', '16', '20', '0', '10', '7', '1', '4', '2', '5', '11']","['1', '0', '1', '13', '1', '1', '1', '13', '1', '19']"
198,How many people are in the image?,how many,number,1,1983,"['13', '18', '14', '8', '15', '12', '16', '20', '0', '1', '9', '4', '10', '7', '2', '5', '6', '11']","['1', '1', '0', '5', '12', '1', '1', '2', '1', '1']"
199,How many people are in the image?,how many,number,1,1993,"['13', '18', '2', '14', '15', '12', '16', '19', '0', '7', '1', '10', '9', '4', '17', '5', '6', '11']","['1', '3', '1', '1', '9', '1', '1', '16', '1', '1']"
200,How many people are in the image?,how many,number,1,2003,"['13', '3', '17', '8', '15', '12', '16', '19', '20', '0', '1', '9', '7', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '3', '18', '0', '1']"
201,How many people are in the image?,how many,number,1,2013,"['3', '13', '18', '14', '8', '15', '12', '19', '20', '0', '1', '7', '4', '9', '10', '2', '6', '11']","['1', '18', '1', '1', '4', '1', '10', '1', '1', '1']"
204,How many people are in the image?,how many,number,3,2043,"['3', '13', '18', '17', '8', '14', '15', '16', '20', '0', '7', '1', '4', '10', '2', '5', '6', '11']","['3', '18', '3', '3', '3', '3', '16', '3', '19', '18']"
205,How many people are in the image?,how many,number,1,2053,"['3', '13', '17', '8', '15', '12', '19', '20', '16', '0', '1', '9', '4', '10', '7', '2', '5', '11']","['1', '1', '1', '4', '2', '13', '1', '1', '1', '1']"
206,How many people are in the image?,how many,number,1,2063,"['3', '13', '18', '14', '8', '15', '12', '16', '20', '19', '1', '7', '10', '9', '4', '17', '5', '11']","['1', '3', '17', '13', '1', '1', '1', '1', '1', '1']"
207,How many people are in the image?,how many,number,2,2073,"['13', '3', '18', '2', '14', '8', '15', '12', '19', '16', '20', '0', '7', '10', '17', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '6', '3', '2']"
209,How many people are in the image?,how many,number,1,2093,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '19', '0', '7', '1', '4', '17', '5', '6', '11']","['1', '8', '15', '1', '1', '1', '1', '1', '1', '1']"
210,How many people are in the image?,how many,number,2,2103,"['3', '13', '18', '17', '8', '14', '15', '16', '20', '19', '0', '10', '7', '1', '4', '2', '5', '6']","['2', '2', '2', '19', '2', '2', '2', '2', '2', '2']"
211,How many people are in the image?,how many,number,1,2113,"['13', '3', '18', '14', '15', '8', '16', '20', '19', '0', '1', '7', '4', '9', '10', '17', '6', '11']","['1', '10', '1', '1', '1', '18', '14', '1', '1', '17']"
212,How many animals are present in the image?,how many,number,2,2123,"['3', '13', '18', '14', '8', '15', '19', '20', '16', '0', '10', '7', '9', '4', '2', '5', '6', '11']","['2', '7', '2', '2', '2', '2', '2', '2', '16', '2']"
213,How many people are in the image?,how many,number,1,2133,"['13', '3', '18', '2', '15', '12', '19', '20', '16', '0', '1', '9', '4', '7', '10', '17', '5', '11']","['1', '9', '1', '13', '1', '6', '1', '15', '1', '6']"
214,How many people are in the image?,how many,number,1,2143,"['3', '13', '18', '2', '14', '15', '12', '20', '0', '1', '9', '4', '10', '7', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
215,How many people are in the image?,how many,number,2,2153,"['3', '18', '2', '14', '8', '15', '12', '19', '16', '20', '10', '1', '9', '4', '17', '5', '6', '11']","['2', '2', '2', '2', '2', '9', '2', '16', '2', '4']"
216,How many people are in the image?,how many,number,1,2163,"['13', '3', '18', '14', '15', '8', '12', '16', '19', '20', '0', '1', '10', '4', '7', '2', '6', '11']","['1', '1', '11', '1', '17', '1', '1', '16', '1', '1']"
217,How many people are in the image?,how many,number,1,2173,"['13', '3', '18', '14', '15', '17', '12', '16', '20', '19', '0', '1', '7', '4', '9', '2', '5', '6']","['1', '4', '1', '1', '1', '1', '11', '1', '1', '1']"
219,How many people are in the image?,how many,number,1,2193,"['3', '13', '18', '14', '15', '12', '19', '20', '16', '0', '7', '1', '10', '4', '2', '5', '6', '11']","['1', '1', '4', '6', '1', '1', '1', '1', '1', '1']"
220,How many people are in the image?,how many,number,1,2203,"['13', '3', '18', '8', '15', '12', '16', '19', '20', '0', '10', '1', '4', '9', '7', '17', '6', '11']","['1', '11', '11', '7', '1', '1', '1', '1', '1', '8']"
224,How many people are in the image?,how many,number,1,2243,"['13', '18', '17', '15', '14', '12', '16', '20', '19', '0', '9', '1', '7', '4', '2', '5', '6', '11']","['1', '1', '16', '19', '1', '1', '1', '1', '1', '1']"
226,How many people are in the image?,how many,number,2,2263,"['3', '13', '18', '15', '12', '16', '19', '20', '0', '9', '1', '4', '7', '10', '2', '5', '6', '11']","['2', '2', '10', '12', '2', '2', '14', '2', '3', '2']"
229,How many people are in the image?,how many,number,2,2293,"['13', '3', '14', '15', '8', '12', '17', '16', '20', '0', '1', '9', '7', '10', '4', '2', '5', '6']","['2', '2', '2', '2', '5', '2', '2', '2', '2', '2']"
230,How many people are in the image?,how many,number,1,2303,"['13', '3', '18', '2', '14', '15', '8', '12', '16', '0', '1', '9', '7', '4', '17', '5', '6', '11']","['1', '1', '20', '1', '1', '1', '1', '1', '1', '1']"
231,How many people are in the image?,how many,number,2,2313,"['13', '3', '18', '17', '8', '15', '12', '14', '19', '0', '10', '1', '4', '7', '2', '5', '6', '11']","['2', '2', '20', '3', '12', '5', '2', '5', '10', '13']"
232,How many people are in the image?,how many,number,1,2323,"['13', '18', '14', '15', '8', '12', '16', '20', '19', '0', '9', '1', '10', '7', '2', '5', '6', '11']","['1', '1', '1', '3', '2', '1', '18', '1', '19', '16']"
233,How many people are in the image?,how many,number,1,2333,"['3', '13', '18', '17', '8', '15', '12', '16', '20', '19', '0', '1', '9', '4', '10', '7', '2', '11']","['1', '1', '1', '1', '7', '1', '1', '1', '1', '1']"
234,How many people are in the image?,how many,number,1,2343,"['13', '3', '18', '14', '8', '15', '16', '20', '0', '1', '10', '4', '7', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '5', '1', '1', '1', '1', '1']"
235,How many people are in the image?,how many,number,1,2353,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '19', '0', '1', '10', '7', '17', '5', '6', '11']","['1', '1', '1', '5', '1', '1', '1', '4', '1', '1']"
236,How many people are in the image?,how many,number,2,2363,"['13', '3', '18', '14', '8', '15', '12', '17', '19', '20', '7', '1', '9', '10', '2', '5', '6', '11']","['2', '2', '11', '2', '2', '2', '2', '2', '2', '2']"
237,How many people are in the image?,how many,number,2,2373,"['13', '3', '18', '14', '8', '15', '12', '16', '19', '0', '9', '10', '7', '1', '4', '2', '5', '11']","['2', '2', '2', '8', '2', '19', '2', '2', '2', '2']"
238,How many people are in the image?,how many,number,2,2383,"['13', '18', '17', '15', '14', '12', '16', '20', '19', '0', '7', '10', '9', '4', '2', '5', '6', '11']","['2', '2', '16', '7', '17', '2', '2', '2', '2', '18']"
239,How many people are in the image?,how many,number,3,2393,"['3', '13', '18', '2', '12', '16', '19', '20', '0', '1', '9', '10', '7', '4', '17', '5', '6', '11']","['3', '3', '3', '3', '18', '3', '8', '3', '16', '3']"
241,How many people are in the image?,how many,number,1,2413,"['3', '18', '14', '8', '17', '15', '16', '20', '0', '7', '1', '9', '10', '4', '2', '5', '6', '11']","['1', '1', '12', '1', '1', '1', '1', '1', '11', '1']"
242,How many people are in the image?,how many,number,1,2423,"['13', '3', '18', '14', '12', '16', '19', '20', '0', '1', '10', '7', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '14', '1', '1']"
243,How many people are in the image?,how many,number,2,2433,"['13', '3', '18', '14', '8', '15', '12', '17', '16', '19', '20', '0', '9', '10', '7', '1', '2', '6']","['2', '11', '2', '2', '7', '2', '2', '2', '2', '18']"
244,How many people are in the image?,how many,number,1,2443,"['3', '13', '2', '14', '8', '15', '12', '16', '20', '19', '0', '10', '1', '4', '17', '5', '6', '11']","['1', '7', '1', '1', '1', '1', '1', '12', '1', '1']"
245,How many people are in the image?,how many,number,3,2453,"['3', '13', '18', '2', '14', '15', '12', '19', '20', '16', '0', '10', '9', '4', '7', '17', '5', '6']","['3', '3', '3', '3', '3', '14', '19', '16', '0', '3']"
247,How many people are in the image?,how many,number,3,2473,"['3', '13', '18', '2', '14', '8', '16', '20', '19', '0', '1', '7', '4', '10', '17', '5', '6', '11']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '11']"
248,How many people are in the image?,how many,number,1,2483,"['3', '13', '14', '15', '8', '12', '16', '20', '19', '1', '9', '7', '10', '4', '2', '5', '6', '11']","['1', '7', '10', '16', '1', '1', '1', '1', '1', '1']"
249,How many animals are present in the image?,how many,number,2,2493,"['18', '2', '14', '15', '8', '12', '19', '16', '0', '1', '7', '10', '9', '4', '17', '5', '6', '11']","['2', '8', '2', '2', '2', '2', '2', '9', '2', '2']"
250,How many people are in the image?,how many,number,1,2503,"['13', '3', '18', '2', '14', '15', '8', '12', '19', '20', '16', '1', '9', '10', '7', '17', '5', '6']","['1', '17', '1', '1', '1', '1', '1', '9', '1', '1']"
251,How many people are in the image?,how many,number,2,2513,"['3', '13', '18', '17', '8', '15', '12', '16', '20', '10', '1', '9', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
253,How many people are in the image?,how many,number,1,2533,"['3', '18', '14', '17', '8', '12', '15', '16', '19', '10', '7', '1', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '20', '0', '6', '1']"
254,How many people are in the image?,how many,number,1,2543,"['13', '18', '2', '15', '8', '12', '16', '20', '19', '0', '10', '1', '7', '9', '4', '17', '5', '6']","['1', '1', '9', '1', '18', '1', '11', '1', '1', '2']"
255,How many people are in the image?,how many,number,2,2553,"['3', '14', '8', '15', '12', '17', '19', '20', '16', '0', '7', '1', '9', '10', '4', '2', '5', '6']","['2', '8', '16', '2', '10', '17', '2', '2', '2', '2']"
256,How many animals are present in the image?,how many,number,1,2563,"['3', '13', '18', '14', '8', '15', '17', '16', '0', '10', '1', '9', '7', '4', '2', '5', '6', '11']","['1', '0', '1', '1', '1', '13', '6', '1', '1', '1']"
