image_id,question,multiple_choices,question_id,question_type,multiple_choice_answer,answer_type,answers_multiple_users
23,What is the shape of the pie?,"['1', 'round', '3', 'red', 'blue', 'yellow', 'white', 'reaching for wine bottle', 'circle', 'on mantle', '2', 'yes', 'at scooter', 'no', 'rectangle', 'triangle', '4', 'sun']",230,what is the,round,other,"['circular', 'round', 'round', 'round', 'round', 'round', 'round', 'round', 'round', 'round']"
23,Is the lady alone?,"['red', 'soft', 'chopped down', 'death', '2', 'fat', 'no', '3', 'blue', 'birth', 'lady', 'computer generated image', '4', 'cheddar', 'yellow', 'white', 'yes', '1']",231,is the lady,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
23,Where is the pie?,"['1', 'yellow', 'on blanket', '3', '4', 'no', 'disc', 'red', 'drink', '2', 'white', 'table', 'blue', 'boy 1 and boy 2', 'on seesaw', 'yes', 'counter top', 'counter']",232,where is the,on blanket,other,"['on blanket', 'on blanket', 'on blanket', 'blanket', 'on blanket', 'blanket', 'blanket', 'on blanket', 'on blanket', 'on blanket']"
23,How many people are in the image?,"['3', '18', '14', '15', '8', '12', '17', '16', '20', '19', '0', '10', '1', '7', '9', '2', '5', '6']",233,how many,1,number,"['1', '17', '1', '1', '2', '3', '1', '17', '1', '1']"
24,What color is the pet bed?,"['dog on table', 'no', 'white', '1', 'brown', '4', 'yellow', 'blue', 'drawer', 'yes', 'tall', '3', 'store', 'black', 'tan', 'orange', 'red', '2']",240,what color is the,tan,other,"['beige', 'tan', 'tan', 'tan', 'brown', 'beige', 'tan', 'beige', 'tan', 'brown']"
24,What can purr?,"['kitten', '3', '1', '2', '4', 'red', 'matches', 'white', 'cat', 'blue', 'lower left', 'yellow', 'no', 'laughing at her', 'dog', 'yes', 'see sawing', 'chicken']",241,what,cat,other,"['cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat']"
24,Is the baby happy?,"['yellow', 'maybe', 'blue and red', '1', '2', 'eggs', 'no', 'sad', '4', 'siblings', '3', 'white', ""grandma's hand"", 'happy', 'yes', 'red', 'blue', 'turtle and duck']",242,is the baby,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25,Will the man eat the pie?,"['yellow', 'maybe', 'children and dog', 'no', ""boy's lap"", 'white', 'just now', 'red', '3', 'yes', 'blue', 'biology', '4', 'chicken', 'sitting on stool', '2', '1', 'floor']",250,will the,yes,yes/no,"['yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25,Is there a pond here?,"['middle of wall', '3', '2', 'blue', 'in dog bed', ""don't know"", 'on left', 'yes', 'sweat', 'living room', '4', '1', 'boy and man', 'no', 'yellow', 'bible', 'red', 'white']",251,is there a,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25,Where is the turtle?,"['anger', 'behind chair', '1', 'no', 'yellow', 'pond', '4', 'chihuahua', '3', 'yes', '2', 'cups', 'white', 'blue', 'on ground', 'red', 'on rock', 'in water']",252,where is the,pond,other,"['pond', 'pond', 'pond', 'pond', 'yes', 'pond', 'pond', 'in pond', 'in pond', 'in pond']"
25,How many people are in the image?,"['13', '3', '18', '2', '14', '12', '16', '19', '0', '10', '1', '4', '7', '9', '17', '5', '6', '11']",253,how many,1,number,"['1', '7', '1', '1', '1', '1', '1', '1', '9', '1']"
26,What color is the butterfly over the lady on the left?,"['4', 'white', 'yes', '3', 'no', 'they are on other side', 'red', 'atmosphere', 'green', '2', 'yellow', 'purple', 'painting', 'after eating', '1', 'cans', 'orange', 'blue']",260,what color is the,blue,other,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue']"
26,Are these women enemies?,"['while', '1', 'boy', '2', 'children', 'yes', 'no', 'crawling', 'red', 'white', 'not long', '4', 'chairs', '3', 'chair', 'game console', 'blue', 'yellow']",261,are these,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
26,What are the women doing?,"['metal', 'pug', 'waving', '2', 'eating', 'running', 'white', 'red', 'blue', '4', 'dieting', 'yellow', 'no', 'reading', 'yes', '1', '3', 'rectangle']",262,what are the,waving,other,"['what is in tree', 'waving', 'waiving', 'waving', 'waving', 'waving', 'waving', 'waving', 'waving', 'waving hand']"
26,How many people are in the image?,"['13', '18', '17', '8', '15', '12', '14', '16', '20', '10', '9', '7', '1', '4', '2', '5', '6', '11']",263,how many,2,number,"['2', '12', '2', '2', '2', '2', '2', '2', '2', '12']"
27,Is this an unspoiled area?,"['3', '4', 'peach', 'no', 'yellow', 'blue', 'yes', '1', 'corner', 'white', 'urban area', 'dogs', '2', 'rural', 'scooters', 'red', 'pumps', 'urban']",270,is this,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes']"
27,What is the raccoon doing?,"['petting dog', 'warming hands', 'eating', '4', 'white', 'raising them', 'running', '1', 'red', 'yes', 'standing on log', 'no', 'blue', '3', '2', 'resting', 'yellow', 'read']",271,what is the,standing on log,other,"['sitting on log', 'standing on log', 'standing on log', 'standing on log', 'climbing', 'sitting', 'scratching tree and sitting on log', 'walking', 'standing on log', 'sniffing']"
27,Is the bird on the tree hiding from the raccoon?,"['red pillow', 'matches', 'red', 'yellow', '3', '1', 'beef', 'yes', 'throwing', 'table', 'facing', '2', 'no', 'tv is on', 'almost', 'white', '4', 'blue']",272,is the,no,yes/no,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
28,Is that plant poison ivy?,"['red', 'ni', 'spring', '2', '1', 'opening it', 'no', 'yellow', '24', 'very low', '3', '4', 'blue', 'yes', 'es', 'white', 'beginning', ""what's neighbor""]",280,is that,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28,What color is the rug?,"['dog and rabbit', 'pink', 'go outside', 'no one', '4', 'beige', 'to get attention of man on couch', 'no', '3', 'blue', '1', 'brown', 'yellow', 'white', '2', 'red', 'yes', 'books and bottles']",281,what color is the,red,other,"['red', 'red', 'red and gold', 'red', 'red', 'brown', 'red', 'red', 'red', 'red']"
28,Is the door open?,"['blue', '1', '2', 'yellow', 'yes', 'no', '3', 'closed', 'falling game', '4', 'shut', 'lid', 'swinging', 'open', 'it will scatter', 'red', 'by sandbox', 'white']",282,is the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no']"
28,How many people are in the image?,"['3', '13', '2', '14', '8', '15', '12', '19', '16', '0', '1', '9', '4', '7', '17', '5', '6', '11']",283,how many,1,number,"['1', '1', '1', '9', '19', '1', '1', '1', '0', '1']"
29,Where is the television?,"['no', '4', 'wall', '2', 'red', 'blue', 'table', 'white', '1', 'mounted to wall', 'yes', 'to watch tv', 'inside', 'after', '70', 'yellow', 'to play baseball', '3']",290,where is the,table,other,"['table', 'on coffee table', 'on table', 'table', 'table', 'table', 'table', 'on table', 'table', 'table']"
29,What is the TV on?,"['riding', '1', 'white', 'comedy show', 'dog and raccoon', 'yes', 'cartoons', 'next to tree', '4', 'news', 'table', 'red', 'yellow', '2', 'no', 'blue', 'getting on bike', '3']",291,what is the,table,other,"['coffee table', 'table', 'yes', 'yes', 'table', 'table', 'nothing', 'table', 'table', 'yes']"
29,Is that table made to hold TVs?,"['4', 'ni', 'background', ""what's neighbor"", '3', 'yes', 'angle', '1', 'es', 'blue', 'catch fish', 'white', 'left one', '2', 'no', 'red', 'yellow', 'basket and plants']",292,is that,no,yes/no,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
29,How many people are in the image?,"['13', '3', '18', '14', '8', '15', '16', '19', '20', '0', '1', '7', '4', '9', '10', '17', '5', '6']",293,how many,1,number,"['1', '1', '1', '8', '3', '13', '7', '8', '1', '7']"
30,Are the two girls playing with each other?,"['playing with girl', '4', 'cookie', '28', 'white', 'red', 'wood', 'anxious', '2', 'blue', '1', '3', 'yes', 'content', 'maybe', 'yellow', 'dog and cat', 'no']",300,are the,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
30,How many female are there?,"['1', 'ferns', 'yellow', 'balls and jump rope', '12', '4', 'white', 'red', 'blue', '2', '6', '5', 'mantle', ""it's floating"", 'no', 'she is with her dogs', 'yes', '3']",301,how many,3,number,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
30,Where is the beehive?,"['no', 'higher table', 'yellow', 'horizontal', 'yes', 'red', 'up in tree', '1', '5:00 pm', '4', 'marshmallow on stick', 'blue', 'in tree', '3', 'backyard', '2', 'tree', 'white']",302,where is the,tree,other,"['in tree', 'in tree', 'tree by see saw', 'in tree', 'tree', 'tree', 'in tree', 'tree', 'tree', 'tree']"
30,How many people are in the image?,"['3', '13', '18', '17', '8', '15', '12', '14', '19', '20', '0', '1', '9', '7', '4', '2', '5', '11']",303,how many,3,number,"['3', '3', '3', '20', '3', '3', '3', '3', '3', '3']"
31,Is the boy on the slide to old to slide down slides?,"['by door', 'no', 'white', 'yes', '3', 'red', 'blue', 'to be warm', 'sports game', '2', 'stand', 'dance', 'cake and pizza', 'dark', 'yellow', '1', 'yew', '4']",310,is the boy,no,yes/no,"['no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no']"
31,Who has the ball?,"['no', 'boy', 'yes', '1', 'to warm them', 'in front of dog', 'dog', 'in front of bush', '2', 'yellow', 'white', 'casual', 'blue', 'cat', 'red', 'pitcher', '4', '3']",311,who,boy,other,"['boy on left', 'boy in black', 'boy left', 'boy', 'left boy', 'boy in black', 'black shirt guy', 'white guy with black hair', 'boy', 'boy']"
31,Is it sunny?,"['yes', '1', 'blue', 'sunny', 'maybe', '4', '3', 'bee hives', 'look', 'cloudy', 'brown one', 'being chased', '2', 'no', 'foot rest', 'red', 'yellow', 'white']",312,is it,no,yes/no,"['no', 'no', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'no', 'yes']"
31,How many people are in the image?,"['3', '13', '18', '14', '17', '15', '12', '16', '20', '0', '9', '7', '4', '1', '10', '2', '5', '6']",313,how many,3,number,"['3', '3', '3', '3', '13', '3', '3', '6', '14', '14']"
32,"What is the smaller version of the thing under the man's feet, often found at the doorstep, called?","['doormat', 'his friend is coming over', 'shovel', '3', '4', 'red', 'looks nice', 'blue', 'no', '2', 'yellow', 'tail', 'white', 'yes', '1', 'frisbee', 'nest', 'mat']",320,what is the,doormat,other,"['doormat', 'welcome mat', 'rug', 'doormat', 'rug', 'mat', 'welcome mat', 'doormat', 'rug', 'doormat']"
32,How many pictures are there?,"['plastic', 'so he can wave to his dog', '3', '2', 'very hot', 'blue', '6', 'yellow', '4', 'red', '1', '43', '7', 'yes', 'no', '45', 'white', 'b c d']",321,how many pictures,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
32,Is the man in the gray pants immature?,"['white', 'red', '2', 'no', 'behind bush', '90', '3', 'yes', 'alcohol', 'dog sleeping', '1', 'snowball', 'yellow', 'playing video game', 'blue', '4', 'unsure', 'steak']",322,is the man,no,yes/no,"['yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'yes']"
32,How many people are in the image?,"['13', '3', '18', '17', '15', '8', '12', '14', '16', '20', '0', '1', '9', '10', '7', '4', '2', '5']",323,how many,1,number,"['1', '1', '1', '1', '1', '1', '11', '1', '1', '1']"
33,Where is the log?,"['yes', 'red', '4', 'fishing', 'blue', 'on blue sign', 'older woman', 'white', 'woods', 'yellow', 'no', '1', 'eat pie', 'in fireplace', 'on slide', 'on ground', '2', '3']",330,where is the,on ground,other,"['grass', 'on ground', 'behind man', 'ground', 'on ground by pond', 'on ground', 'behind boy', 'on ground behind man', 'right', 'park']"
33,What is the weather like?,"['blue', 'looks nice', 'lower right', 'checkered', 'grass and pond', 'partly sunny partly cloudy', '4', '3', 'red', 'yes', 'sunny', 'white', 'good', '2', 'yellow', '1', 'no', 'cloudy']",331,what is the,sunny,other,"['sunny', 'sunny', 'sunny', 'cloudy', 'sunny', 'sunny', 'sunny', 'sunny', 'nice', 'sunny']"
33,Is the bench made out of the same material as the log?,"['ribs', 'blue', '3', 'red', 'feeding squirrel', '4', '1', 'no its circled', 'knob', 'yes', 'n', 'under girl', 'yellow', 'white', 'game', '2', 'no', 'almost']",332,is the,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
33,How many people are in the image?,"['13', '3', '18', '15', '8', '12', '19', '20', '0', '9', '1', '4', '7', '10', '17', '5', '6', '11']",333,how many,1,number,"['1', '1', '1', '19', '1', '1', '0', '6', '17', '16']"
34,How many of the paintings are exactly the same?,"['to cook', 'yes', 'cloud, owl and sun', '3', 'blue', '6', '2', '13', 'yellow', '4', 'pie and apples', 'fresh air', 'no', 'he forgot to wear underwear', 'red', '1', 'white', '0']",340,how many,3,number,"['3', '2', '3', '3', '2', '2', '3', '2', '2', '3']"
34,What type of pet?,"['yes', 'wine bottles', '3', 'red', 'dog', 'food and drink', '1', '4', 'no', 'soccer', 'blue', '2', 'kick it', 'yellow', 'tennis', 'cat', 'eclipse', 'white']",341,what type of,cat,other,"['cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat']"
34,Where is the baby playing with the pet?,"['american food', 'close', 'crib', '3', 'park', 'white', 'watering plant', 'yellow', 'swamp', 'no', 'red', 'yes', '4', 'blue', '2', 'thrown bottle', '1', 'floor']",342,where is the,floor,other,"['on rug', 'floor', 'on floor', 'on floor', 'on floor', 'in living room', 'floor', 'floor', 'floor', 'living room']"
35,What animal is on the tablecloth?,"['no', 'chopped down', '1', 'white', '4', 'red', 'man and sandwich', 'dog', 'blue', '2', '3', 'giraffe', 'eyeing', 'yes', 'squirrel', 'yellow', 'crescent', 'cat']",350,what animal is,dog,other,"['dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog']"
35,Is the log or pond closer to the tree?,"['tree', '2', 'turtle', 'white', 'eclipse', '3', ""it hasn't been cut"", 'blue', 'pond', 'bikes', 'yellow', 'no', '1', 'home', '4', 'log', 'yes', 'red']",351,is the,pond,other,"['pond', 'pond', 'pond', 'pond', 'tree', 'pond', 'pond', 'pond', 'pond', 'pond']"
35,What object is above the beehive?,"['tree', 'white', 'blue', 'birds nest', '3', '3 hours ago', 'red', 'grass', 'no', 'old lady', 'yellow', 'in front of bush', 'nest', '1', 'flying', '4', '2', 'yes']",352,what,nest,other,"['nest', 'nest', 'bird nest', 'bees', 'branch', 'nest', 'nest', 'leaves', 'tree', 'nest']"
35,How many people are in the image?,"['3', '13', '18', '2', '15', '8', '12', '16', '19', '0', '1', '9', '4', '10', '7', '17', '5', '6']",353,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '3', '1', '1']"
36,What color are the girls shoes?,"['black', 'no cat', 'red', 'yellow', 'babies', '2', 'go outside', 'white', 'blonde', '3', 'pink', 'burgundy', 'blue', 'no', 'frown', '4', '1', 'yes']",360,what color are the,black,other,"['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']"
36,What is the girl looking at?,"['medium', 'blue', 'tree', '3', 'no', 'yes', 'flats', 'white', '1', 'spread apart', '4', '2', 'red', 'stepping on it', 'pictures', 'boy running', 'yellow', 'her reflection']",361,what is the girl,tree,other,"['tree', 'bike', 'tree', 'tree', 'tree', 'tree', 'bicycle', 'tree', 'tree', 'tree']"
36,Is there a sliding board?,"['yellow', 'red', '2', 'swinging bat', '4', 'no', 'blue', 'broken', 'floor', 'wet sand', 'boy in black', 'white', '1', 'yes', 'park', '3', 'on table', 'crossed']",362,is there a,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
36,How many people are in the image?,"['3', '13', '18', '14', '8', '15', '16', '19', '0', '7', '1', '4', '9', '10', '17', '5', '6', '11']",363,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '18', '1']"
37,Is there anyone here?,"['3', 'white', 'yellow', 'poor design', 'hive', '1', '4', 'no couch', 'no', '2', 'climbing slide', 'beach', 'boy', 'yes', 'blue', 'on ground', 'comfort', 'red']",370,is there,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
37,How many items are on the bookcase?,"['red', 'white', '1', 'beef', 'wood', '13', 'male and female', 'blue', '4', 'yes', '2', '3', '5', '14', 'no', '7', 'yellow', 'tea party']",371,how many,5,number,"['5', '5', '7', '5', '5', '5', '7', '7', '6', '5']"
37,How many windows?,"['yes', '4', 'blue', 'white', '1', 'red', 'read', '12', 'no', '8', 'go outside', 'sprinkler', 'yellow', 'happy', 'right tree', '3', '6', '2']",372,how many,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
38,How many girls are there?,"['baguette', '4', 'yes', 'buckets and shovel', '1', 'white', 'hips', '2', 'red', '3', '8', 'yellow', 'no', 'by wall', '5', '12', 'blue', 'mean']",380,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
38,What color is the dog?,"['blue', 'red', 'yes', '3', '4', 'black', 'plastic', '2', 'tan', 'toy car', 'pillows', 'chasing birds', 'white', 'brown', 'in bed', 'no', 'yellow', '1']",381,what color is the,white,other,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white']"
38,What does the dog want?,"['4', 'food', 'yes', 'wicker', '2', 'balancing', 'joke', 'no', 'mans', 'white', 'treats', 'dog food', 'yellow', 'blue', '3', 'pizza', 'red', '1']",382,what,pizza,other,"['pizza', 'pizza', 'pizza', 'pizza', 'pizza on table', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza']"
38,How many people are in the image?,"['3', '13', '18', '14', '15', '17', '8', '16', '20', '0', '1', '7', '4', '9', '2', '5', '6', '11']",383,how many,1,number,"['1', '9', '17', '7', '17', '1', '1', '1', '8', '1']"
39,What can you see in the water?,"['yellow', '2', 'knife', 'table', 'yes', 'turtles', '1', 'blue', 'fish', '3', 'white', 'picking up apple', 'different', 'floral pink', 'no', 'red', '4', 'chairs']",390,what,turtles,other,"['turtles', 'i can see turtles in water', 'turtles', 'turtles', 'no', 'lily pads', 'turtles', 'turtles', 'turtles', 'turtles']"
39,Are the turtles in danger from the bird?,"['chihuahua', '2', 'yellow', '3', 'patterned', 'yes', 'plain', 'blue', '4', '1', 'white', 'winter', 'maybe', 'no', 'cats', 'waiting for friend', 'partly cloudy', 'red']",391,are the,yes,yes/no,"['yes', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'no']"
39,What color is the dog?,"['no', 'sitting in front of tv', 'white', 'yes', 'yellow', 'brother and sister', '1', 'ball of yarn', 'blue', 'red', 'black', 'white with black spots', '4', '3', '2', 'laughing', 'brown', 'sitting on rug']",392,what color is the,white,other,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white']"
39,How many people are in the image?,"['3', '18', '2', '14', '15', '8', '19', '16', '0', '7', '1', '10', '9', '4', '17', '5', '6', '11']",393,how many,1,number,"['1', '1', '1', '1', '15', '1', '1', '20', '1', '1']"
